date,team_1,team_2,team_1_goals,team_2_goals,tournament,is_team_1_home,is_team_2_home,is_neutral
22/01/2006,Tunisia,Zambia,4,1,African Cup of Nations 2006,FALSE,FALSE,TRUE
22/01/2006,USA,Canada,0,0,Friendly,TRUE,FALSE,FALSE
23/01/2006,Jordan,Sweden,0,0,Friendly,FALSE,FALSE,TRUE
23/01/2006,Nigeria,Ghana,1,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
23/01/2006,Zimbabwe,Senegal,0,2,African Cup of Nations 2006,FALSE,FALSE,TRUE
24/01/2006,Egypt,Morocco,0,0,African Cup of Nations 2006,TRUE,FALSE,FALSE
24/01/2006,Libya,Ivory Coast,1,2,African Cup of Nations 2006,FALSE,FALSE,TRUE
25/01/2006,Angola,Congo DR,0,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
25/01/2006,Cameroon,Togo,2,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
25/01/2006,Ecuador,Honduras,1,0,Friendly,TRUE,FALSE,FALSE
25/01/2006,Finland,Korea Republic,0,1,Friendly,FALSE,FALSE,TRUE
25/01/2006,Mexico,Norway,2,1,Friendly,FALSE,FALSE,TRUE
25/01/2006,Saudi Arabia,Greece,1,1,Friendly,TRUE,FALSE,FALSE
26/01/2006,Tunisia,South Africa,2,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
26/01/2006,Zambia,Guinea,1,2,African Cup of Nations 2006,FALSE,FALSE,TRUE
27/01/2006,Ghana,Senegal,1,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
27/01/2006,Nigeria,Zimbabwe,2,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
27/01/2006,Northern Cyprus,Kyrgyzstan,3,2,Friendly,TRUE,FALSE,FALSE
27/01/2006,Saudi Arabia,Lebanon,1,2,Friendly,TRUE,FALSE,FALSE
28/01/2006,Egypt,Ivory Coast,3,1,African Cup of Nations 2006,TRUE,FALSE,FALSE
28/01/2006,Libya,Morocco,0,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
29/01/2006,Angola,Togo,3,2,African Cup of Nations 2006,FALSE,FALSE,TRUE
29/01/2006,Cameroon,Congo DR,2,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
29/01/2006,USA,Norway,5,0,Friendly,TRUE,FALSE,FALSE
30/01/2006,Bahrain,Syria,1,1,Friendly,TRUE,FALSE,FALSE
30/01/2006,Tunisia,Guinea,0,3,African Cup of Nations 2006,FALSE,FALSE,TRUE
30/01/2006,Zambia,South Africa,1,0,African Cup of Nations 2006,FALSE,FALSE,TRUE
31/01/2006,Ghana,Zimbabwe,1,2,African Cup of Nations 2006,FALSE,FALSE,TRUE
31/01/2006,Nigeria,Senegal,2,1,African Cup of Nations 2006,FALSE,FALSE,TRUE
1/02/2006,Thailand,Jordan,0,0,Friendly,TRUE,FALSE,FALSE
3/02/2006,Egypt,Congo DR,4,1,African Cup of Nations 2006,TRUE,FALSE,FALSE
3/02/2006,Guinea,Senegal,2,3,African Cup of Nations 2006,FALSE,FALSE,TRUE
4/02/2006,Cameroon,Ivory Coast,1,1,African Cup of Nations 2006,FALSE,FALSE,TRUE
4/02/2006,Nigeria,Tunisia,1,1,African Cup of Nations 2006,FALSE,FALSE,TRUE
6/02/2006,Oman,Singapore,1,0,Friendly,FALSE,FALSE,TRUE
7/02/2006,Egypt,Senegal,2,1,African Cup of Nations 2006,TRUE,FALSE,FALSE
7/02/2006,Kuwait,Jordan,2,1,Friendly,TRUE,FALSE,FALSE
7/02/2006,Nigeria,Ivory Coast,0,1,African Cup of Nations 2006,FALSE,FALSE,TRUE
7/02/2006,Syria,Palestine,3,0,Friendly,TRUE,FALSE,FALSE
9/02/2006,Senegal,Nigeria,0,1,African Cup of Nations 2006,FALSE,FALSE,TRUE
10/02/2006,Egypt,Ivory Coast,0,0,African Cup of Nations 2006,TRUE,FALSE,FALSE
10/02/2006,USA,Japan,3,2,Friendly,TRUE,FALSE,FALSE
11/02/2006,Costa Rica,Korea Republic,1,0,Friendly,FALSE,FALSE,TRUE
12/02/2006,China,Honduras,0,1,Friendly,TRUE,FALSE,FALSE
13/02/2006,Oman,Iraq,1,0,Friendly,TRUE,FALSE,FALSE
14/02/2006,Jordan,Kazakhstan,2,0,Friendly,TRUE,FALSE,FALSE
14/02/2006,Qatar,Tajikistan,2,0,Friendly,TRUE,FALSE,FALSE
14/02/2006,Saudi Arabia,Syria,1,1,Friendly,TRUE,FALSE,FALSE
15/02/2006,Hong Kong,Singapore,1,1,Friendly,TRUE,FALSE,FALSE
15/02/2006,Mexico,Korea Republic,0,1,Friendly,FALSE,FALSE,TRUE
16/02/2006,Bahrain,Palestine,0,2,Friendly,TRUE,FALSE,FALSE
16/02/2006,Thailand,Iraq,4,3,Friendly,TRUE,FALSE,FALSE
18/02/2006,Hong Kong,India,2,2,Friendly,TRUE,FALSE,FALSE
18/02/2006,Japan,Finland,2,0,Friendly,TRUE,FALSE,FALSE
18/02/2006,Pakistan,Palestine,0,3,Friendly,FALSE,FALSE,TRUE
19/02/2006,New Zealand,Malaysia,1,0,Friendly,TRUE,FALSE,FALSE
19/02/2006,USA,Guatemala,4,0,Friendly,TRUE,FALSE,FALSE
22/02/2006,Bahrain,Australia,1,3,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,China,Palestine,2,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Hong Kong,Qatar,0,3,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Iran,Taiwan,4,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Japan,India,6,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Jordan,Pakistan,3,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Lebanon,Kuwait,1,1,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Singapore,Iraq,2,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Syria,Korea Republic,1,2,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,United Arab Emirates,Oman,1,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Uzbekistan,Bangladesh,5,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
22/02/2006,Yemen,Saudi Arabia,0,4,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
23/02/2006,New Zealand,Malaysia,2,1,Friendly,TRUE,FALSE,FALSE
24/02/2006,Guyana,Antigua and Barbuda,2,1,Friendly,TRUE,FALSE,FALSE
24/02/2006,Kazakhstan,Korea DPR,0,0,Friendly,FALSE,FALSE,TRUE
25/02/2006,St. Kitts and Nevis,St. Martin,6,1,Friendly,TRUE,FALSE,FALSE
26/02/2006,Guyana,Antigua and Barbuda,4,1,Friendly,TRUE,FALSE,FALSE
28/02/2006,Algeria,Burkina Faso,0,0,Friendly,FALSE,FALSE,TRUE
28/02/2006,Azerbaijan,Ukraine,0,0,Friendly,TRUE,FALSE,FALSE
28/02/2006,Bosnia-Herzegovina,Japan,2,2,Friendly,FALSE,FALSE,TRUE
28/02/2006,Iceland,Trinidad and Tobago,0,2,Friendly,FALSE,FALSE,TRUE
1/03/2006,Albania,Lithuania,1,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Argentina,Croatia,2,3,Friendly,FALSE,FALSE,TRUE
1/03/2006,Austria,Canada,0,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Bangladesh,Hong Kong,0,1,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
1/03/2006,England,Uruguay,2,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,France,Slovakia,1,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,India,Yemen,0,3,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
1/03/2006,Iran,Costa Rica,3,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Iraq,China,2,1,Asian Cup 2007 Qualifiers,FALSE,FALSE,TRUE
1/03/2006,Ireland,Sweden,3,0,Friendly,TRUE,FALSE,FALSE
1/03/2006,Israel,Denmark,0,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Italy,Germany,4,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,Korea Republic,Angola,1,0,Friendly,TRUE,FALSE,FALSE
1/03/2006,Kuwait,Bahrain,0,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
1/03/2006,Luxembourg,Belgium,0,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Macedonia,Bulgaria,0,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,Mexico,Ghana,1,0,Friendly,FALSE,FALSE,TRUE
1/03/2006,Netherlands,Ecuador,1,0,Friendly,TRUE,FALSE,FALSE
1/03/2006,Northern Ireland,Estonia,1,0,Friendly,TRUE,FALSE,FALSE
1/03/2006,Oman,Jordan,3,0,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
1/03/2006,Pakistan,United Arab Emirates,1,4,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
1/03/2006,Palestine,Singapore,1,0,Asian Cup 2007 Qualifiers,FALSE,FALSE,TRUE
1/03/2006,Poland,USA,0,1,Friendly,FALSE,FALSE,TRUE
1/03/2006,Qatar,Uzbekistan,2,1,Asian Cup 2007 Qualifiers,TRUE,FALSE,FALSE
1/03/2006,Russia,Brazil,0,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,Saudi Arabia,Portugal,0,3,Friendly,FALSE,FALSE,TRUE
1/03/2006,Scotland,Switzerland,1,3,Friendly,TRUE,FALSE,FALSE
1/03/2006,Senegal,Norway,2,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,Spain,Ivory Coast,3,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Tunisia,Serbia,0,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,Turkey,Czech Republic,2,2,Friendly,TRUE,FALSE,FALSE
1/03/2006,Venezuela,Colombia,1,1,Friendly,TRUE,FALSE,FALSE
1/03/2006,Wales,Paraguay,0,0,Friendly,TRUE,FALSE,FALSE
4/03/2006,Equatorial Guinea,Congo,2,1,Friendly,TRUE,FALSE,FALSE
6/03/2006,Equatorial Guinea,Chad,1,1,Friendly,TRUE,FALSE,FALSE
8/03/2006,Central African Republic,Gabon,2,2,Friendly,FALSE,FALSE,TRUE
8/03/2006,Chad,Congo,0,0,Friendly,FALSE,FALSE,TRUE
11/03/2006,Equatorial Guinea,Gabon,0,0,Friendly,TRUE,FALSE,FALSE
14/03/2006,Chad,Gabon,2,2,Friendly,FALSE,FALSE,TRUE
15/03/2006,Saudi Arabia,Iraq,2,2,Friendly,TRUE,FALSE,FALSE
22/03/2006,Albania,Georgia,0,0,Friendly,TRUE,FALSE,FALSE
22/03/2006,Germany,USA,4,1,Friendly,TRUE,FALSE,FALSE
26/03/2006,Thailand,Philippines,5,0,Friendly,TRUE,FALSE,FALSE
28/03/2006,Saudi Arabia,Poland,1,2,Friendly,TRUE,FALSE,FALSE
29/03/2006,Equatorial Guinea,Benin,2,0,Friendly,TRUE,FALSE,FALSE
29/03/2006,Mexico,Paraguay,2,1,Friendly,FALSE,FALSE,TRUE
30/03/2006,Japan,Ecuador,1,0,Friendly,TRUE,FALSE,FALSE
1/04/2006,Tanzania,Zanzibar,2,2,Friendly,TRUE,FALSE,FALSE
11/04/2006,USA,Jamaica,1,1,Friendly,TRUE,FALSE,FALSE
12/04/2006,Azerbaijan,Turkey,1,1,Friendly,TRUE,FALSE,FALSE
14/04/2006,Lesotho,Swaziland,5,0,Friendly,TRUE,FALSE,FALSE
16/04/2006,Lesotho,Swaziland,2,2,Friendly,TRUE,FALSE,FALSE
22/04/2006,Kosovo,Monaco,7,1,Friendly,FALSE,FALSE,TRUE
25/04/2006,Chile,New Zealand,4,1,Friendly,TRUE,FALSE,FALSE
27/04/2006,Chile,New Zealand,1,0,Friendly,TRUE,FALSE,FALSE
1/05/2006,Jersey,Guernsey,3,2,Friendly,TRUE,FALSE,FALSE
2/05/2006,Poland,Lithuania,0,1,Friendly,TRUE,FALSE,FALSE
2/05/2006,United Arab Emirates,Syria,2,1,Friendly,TRUE,FALSE,FALSE
5/05/2006,Mexico,Venezuela,1,0,Friendly,FALSE,FALSE,TRUE
10/05/2006,Lesotho,South Africa,0,0,Friendly,TRUE,FALSE,FALSE
10/05/2006,Trinidad and Tobago,Peru,1,1,Friendly,TRUE,FALSE,FALSE
11/05/2006,Belgium,Saudi Arabia,2,1,Friendly,FALSE,FALSE,TRUE
12/05/2006,Mexico,Congo DR,2,1,Friendly,TRUE,FALSE,FALSE
14/05/2006,Botswana,Zambia,0,0,Friendly,TRUE,FALSE,FALSE
14/05/2006,Poland,Faroe Islands,4,0,Friendly,TRUE,FALSE,FALSE
14/05/2006,Saudi Arabia,Togo,1,0,Friendly,FALSE,FALSE,TRUE
18/05/2006,Moldova,Azerbaijan,0,0,Friendly,TRUE,FALSE,FALSE
20/05/2006,Guadeloupe,St. Lucia,2,1,Friendly,TRUE,FALSE,FALSE
20/05/2006,Slovakia,Belgium,1,1,Friendly,TRUE,FALSE,FALSE
21/05/2006,Northern Ireland,Uruguay,0,1,Friendly,FALSE,FALSE,TRUE
23/05/2006,Austria,Croatia,1,4,Friendly,TRUE,FALSE,FALSE
23/05/2006,Korea Republic,Senegal,1,1,Friendly,TRUE,FALSE,FALSE
23/05/2006,Romania,Uruguay,0,2,Friendly,FALSE,FALSE,TRUE
23/05/2006,USA,Morocco,0,1,Friendly,TRUE,FALSE,FALSE
24/05/2006,Belgium,Turkey,3,3,Friendly,TRUE,FALSE,FALSE
24/05/2006,Colombia,Ecuador,1,1,Friendly,FALSE,FALSE,TRUE
24/05/2006,Hungary,New Zealand,2,0,Friendly,TRUE,FALSE,FALSE
24/05/2006,Ireland,Chile,0,1,Friendly,TRUE,FALSE,FALSE
24/05/2006,Norway,Paraguay,2,2,Friendly,TRUE,FALSE,FALSE
25/05/2006,Australia,Greece,1,0,Friendly,TRUE,FALSE,FALSE
25/05/2006,Sweden,Finland,0,0,Friendly,TRUE,FALSE,FALSE
26/05/2006,Czech Republic,Saudi Arabia,2,0,Friendly,FALSE,FALSE,TRUE
26/05/2006,Korea Republic,Bosnia-Herzegovina,2,0,Friendly,TRUE,FALSE,FALSE
26/05/2006,Romania,Northern Ireland,2,0,Friendly,FALSE,FALSE,TRUE
26/05/2006,Turkey,Ghana,1,1,Friendly,FALSE,FALSE,TRUE
26/05/2006,USA,Venezuela,2,0,Friendly,TRUE,FALSE,FALSE
27/05/2006,Denmark,Paraguay,1,1,Friendly,TRUE,FALSE,FALSE
27/05/2006,France,Mexico,1,0,Friendly,TRUE,FALSE,FALSE
27/05/2006,Georgia,New Zealand,1,3,Friendly,FALSE,FALSE,TRUE
27/05/2006,Germany,Luxembourg,7,0,Friendly,TRUE,FALSE,FALSE
27/05/2006,Netherlands,Cameroon,1,0,Friendly,TRUE,FALSE,FALSE
27/05/2006,Portugal,Cape Verde,4,1,Friendly,TRUE,FALSE,FALSE
27/05/2006,Romania,Colombia,0,0,Friendly,FALSE,FALSE,TRUE
27/05/2006,Serbia,Uruguay,1,1,Friendly,FALSE,FALSE,FALSE
27/05/2006,Spain,Russia,0,0,Friendly,TRUE,FALSE,FALSE
27/05/2006,Switzerland,Ivory Coast,1,1,Friendly,TRUE,FALSE,FALSE
27/05/2006,Wales,Trinidad and Tobago,2,1,Friendly,FALSE,FALSE,TRUE
28/05/2006,Croatia,Iran,2,2,Friendly,TRUE,FALSE,FALSE
28/05/2006,Macedonia,Ecuador,2,1,Friendly,FALSE,FALSE,TRUE
28/05/2006,Morocco,Mali,0,1,Friendly,FALSE,FALSE,TRUE
28/05/2006,Turkey,Estonia,1,1,Friendly,FALSE,FALSE,TRUE
28/05/2006,Ukraine,Costa Rica,4,0,Friendly,TRUE,FALSE,FALSE
28/05/2006,USA,Latvia,1,0,Friendly,TRUE,FALSE,FALSE
29/05/2006,Jamaica,Ghana,1,4,Friendly,FALSE,FALSE,TRUE
29/05/2006,Northern Cyprus,Greenland,1,0,Friendly,FALSE,FALSE,TRUE
30/05/2006,Argentina,Angola,2,0,Friendly,FALSE,FALSE,TRUE
30/05/2006,Chile,Ivory Coast,1,1,Friendly,FALSE,FALSE,TRUE
30/05/2006,Czech Republic,Costa Rica,1,0,Friendly,TRUE,FALSE,FALSE
30/05/2006,England,Hungary,3,1,Friendly,TRUE,FALSE,FALSE
30/05/2006,Germany,Japan,2,2,Friendly,TRUE,FALSE,FALSE
30/05/2006,Libya,Uruguay,1,2,Friendly,FALSE,FALSE,TRUE
30/05/2006,Poland,Colombia,1,2,Friendly,TRUE,FALSE,FALSE
30/05/2006,Tunisia,Belarus,3,0,Friendly,TRUE,FALSE,FALSE
30/05/2006,Zanzibar,Northern Cyprus,1,3,Friendly,FALSE,FALSE,TRUE
31/05/2006,Estonia,New Zealand,1,1,Friendly,TRUE,FALSE,FALSE
31/05/2006,France,Denmark,2,0,Friendly,TRUE,FALSE,FALSE
31/05/2006,Georgia,Paraguay,0,1,Friendly,FALSE,FALSE,TRUE
31/05/2006,Gibraltar,Tibet,5,0,Friendly,FALSE,FALSE,TRUE
31/05/2006,Greenland,Zanzibar,2,4,Friendly,FALSE,FALSE,TRUE
31/05/2006,Iran,Bosnia-Herzegovina,5,2,Friendly,TRUE,FALSE,FALSE
31/05/2006,Saudi Arabia,Turkey,0,1,Friendly,FALSE,FALSE,TRUE
31/05/2006,Singapore,Malaysia,0,0,Friendly,TRUE,FALSE,FALSE
31/05/2006,Slovenia,Trinidad and Tobago,3,1,Friendly,TRUE,FALSE,FALSE
31/05/2006,Switzerland,Italy,1,1,Friendly,TRUE,FALSE,FALSE
1/06/2006,Netherlands,Mexico,2,1,Friendly,TRUE,FALSE,FALSE
1/06/2006,Northern Cyprus,Gibraltar,2,0,Friendly,FALSE,FALSE,TRUE
1/06/2006,Norway,Korea Republic,0,0,Friendly,TRUE,FALSE,FALSE
2/06/2006,Angola,Turkey,2,3,Friendly,FALSE,FALSE,TRUE
2/06/2006,Germany,Colombia,3,0,Friendly,TRUE,FALSE,FALSE
2/06/2006,Italy,Ukraine,0,0,Friendly,FALSE,FALSE,TRUE
2/06/2006,Libya,Belarus,1,1,Friendly,FALSE,FALSE,TRUE
2/06/2006,Liechtenstein,Togo,0,1,Friendly,TRUE,FALSE,FALSE
2/06/2006,Sweden,Chile,1,1,Friendly,TRUE,FALSE,FALSE
2/06/2006,Tunisia,Uruguay,0,0,Friendly,TRUE,FALSE,FALSE
3/06/2006,Croatia,Poland,0,1,Friendly,FALSE,FALSE,TRUE
3/06/2006,Czech Republic,Trinidad and Tobago,3,0,Friendly,TRUE,FALSE,FALSE
3/06/2006,England,Jamaica,6,0,Friendly,TRUE,FALSE,FALSE
3/06/2006,Luxembourg,Portugal,0,3,Friendly,FALSE,FALSE,TRUE
3/06/2006,Macau,Hong Kong,0,0,Friendly,TRUE,FALSE,FALSE
3/06/2006,Malaysia,Singapore,0,0,Friendly,TRUE,FALSE,FALSE
3/06/2006,Northern Cyprus,Zanzibar,0,0,Friendly,FALSE,FALSE,TRUE
3/06/2006,Spain,Egypt,2,0,Friendly,TRUE,FALSE,FALSE
3/06/2006,Switzerland,China,4,1,Friendly,TRUE,FALSE,FALSE
4/06/2006,Algeria,Sudan,1,0,Friendly,TRUE,FALSE,FALSE
4/06/2006,Brazil,New Zealand,4,0,Friendly,FALSE,FALSE,TRUE
4/06/2006,Colombia,Morocco,2,0,Friendly,FALSE,FALSE,TRUE
4/06/2006,Ghana,Korea Republic,3,1,Friendly,FALSE,FALSE,TRUE
4/06/2006,Japan,Malta,1,0,Friendly,FALSE,FALSE,TRUE
4/06/2006,Netherlands,Australia,1,1,Friendly,TRUE,FALSE,FALSE
4/06/2006,Slovenia,Ivory Coast,0,3,Friendly,FALSE,FALSE,TRUE
4/06/2006,Turkey,Macedonia,0,1,Friendly,FALSE,FALSE,TRUE
5/06/2006,Ukraine,Libya,3,0,Friendly,FALSE,FALSE,TRUE
7/06/2006,Australia,Liechtenstein,3,1,Friendly,FALSE,FALSE,TRUE
7/06/2006,France,China,3,1,Friendly,TRUE,FALSE,FALSE
7/06/2006,Spain,Croatia,2,1,Friendly,FALSE,FALSE,TRUE
8/06/2006,Luxembourg,Ukraine,0,3,Friendly,TRUE,FALSE,FALSE
9/06/2006,Germany,Costa Rica,4,2,World Cup 2006,TRUE,FALSE,FALSE
9/06/2006,Poland,Ecuador,0,2,World Cup 2006,FALSE,FALSE,TRUE
10/06/2006,Argentina,Ivory Coast,2,1,World Cup 2006,FALSE,FALSE,TRUE
10/06/2006,England,Paraguay,1,0,World Cup 2006,FALSE,FALSE,TRUE
10/06/2006,Trinidad and Tobago,Sweden,0,0,World Cup 2006,FALSE,FALSE,TRUE
11/06/2006,Angola,Portugal,0,1,World Cup 2006,FALSE,FALSE,TRUE
11/06/2006,Mexico,Iran,3,1,World Cup 2006,FALSE,FALSE,TRUE
11/06/2006,Serbia,Netherlands,0,1,World Cup 2006,FALSE,FALSE,TRUE
12/06/2006,Australia,Japan,3,1,World Cup 2006,FALSE,FALSE,TRUE
12/06/2006,Italy,Ghana,2,0,World Cup 2006,FALSE,FALSE,TRUE
12/06/2006,USA,Czech Republic,0,3,World Cup 2006,FALSE,FALSE,TRUE
13/06/2006,Brazil,Croatia,1,0,World Cup 2006,FALSE,FALSE,TRUE
13/06/2006,France,Switzerland,0,0,World Cup 2006,FALSE,FALSE,TRUE
13/06/2006,Korea Republic,Togo,2,1,World Cup 2006,FALSE,FALSE,TRUE
14/06/2006,Germany,Poland,1,0,World Cup 2006,TRUE,FALSE,FALSE
14/06/2006,Spain,Ukraine,4,0,World Cup 2006,FALSE,FALSE,TRUE
14/06/2006,Tunisia,Saudi Arabia,2,2,World Cup 2006,FALSE,FALSE,TRUE
15/06/2006,Ecuador,Costa Rica,3,0,World Cup 2006,FALSE,FALSE,TRUE
15/06/2006,England,Trinidad and Tobago,2,0,World Cup 2006,FALSE,FALSE,TRUE
15/06/2006,Sweden,Paraguay,1,0,World Cup 2006,FALSE,FALSE,TRUE
16/06/2006,Argentina,Serbia,6,0,World Cup 2006,FALSE,FALSE,TRUE
16/06/2006,Mexico,Angola,0,0,World Cup 2006,FALSE,FALSE,TRUE
16/06/2006,Netherlands,Ivory Coast,2,1,World Cup 2006,FALSE,FALSE,TRUE
17/06/2006,Czech Republic,Ghana,0,2,World Cup 2006,FALSE,FALSE,TRUE
17/06/2006,Italy,USA,1,1,World Cup 2006,FALSE,FALSE,TRUE
17/06/2006,Portugal,Iran,2,0,World Cup 2006,FALSE,FALSE,TRUE
18/06/2006,Brazil,Australia,2,0,World Cup 2006,FALSE,FALSE,TRUE
18/06/2006,France,Korea Republic,1,1,World Cup 2006,FALSE,FALSE,TRUE
18/06/2006,Japan,Croatia,0,0,World Cup 2006,FALSE,FALSE,TRUE
19/06/2006,Saudi Arabia,Ukraine,0,4,World Cup 2006,FALSE,FALSE,TRUE
19/06/2006,Spain,Tunisia,3,1,World Cup 2006,FALSE,FALSE,TRUE
19/06/2006,Togo,Switzerland,0,2,World Cup 2006,FALSE,FALSE,TRUE
20/06/2006,Costa Rica,Poland,1,2,World Cup 2006,FALSE,FALSE,TRUE
20/06/2006,Germany,Ecuador,3,0,World Cup 2006,TRUE,FALSE,FALSE
20/06/2006,Paraguay,Trinidad and Tobago,2,0,World Cup 2006,FALSE,FALSE,TRUE
20/06/2006,Sweden,England,2,2,World Cup 2006,FALSE,FALSE,TRUE
21/06/2006,Iran,Angola,1,1,World Cup 2006,FALSE,FALSE,TRUE
21/06/2006,Ivory Coast,Serbia,3,2,World Cup 2006,FALSE,FALSE,TRUE
21/06/2006,Netherlands,Argentina,0,0,World Cup 2006,FALSE,FALSE,TRUE
21/06/2006,Portugal,Mexico,2,1,World Cup 2006,FALSE,FALSE,TRUE
22/06/2006,Croatia,Australia,2,2,World Cup 2006,FALSE,FALSE,TRUE
22/06/2006,Czech Republic,Italy,0,2,World Cup 2006,FALSE,FALSE,TRUE
22/06/2006,Ghana,USA,2,1,World Cup 2006,FALSE,FALSE,TRUE
22/06/2006,Japan,Brazil,1,4,World Cup 2006,FALSE,FALSE,TRUE
23/06/2006,Saudi Arabia,Spain,0,1,World Cup 2006,FALSE,FALSE,TRUE
23/06/2006,Switzerland,Korea Republic,2,0,World Cup 2006,FALSE,FALSE,TRUE
23/06/2006,Togo,France,0,2,World Cup 2006,FALSE,FALSE,TRUE
23/06/2006,Ukraine,Tunisia,1,0,World Cup 2006,FALSE,FALSE,TRUE
24/06/2006,Argentina,Mexico,2,1,World Cup 2006,FALSE,FALSE,TRUE
24/06/2006,Germany,Sweden,2,0,World Cup 2006,TRUE,FALSE,FALSE
24/06/2006,Malawi,Zimbabwe,1,1,Friendly,FALSE,FALSE,TRUE
24/06/2006,Mozambique,Swaziland,4,0,Friendly,TRUE,FALSE,FALSE
25/06/2006,England,Ecuador,1,0,World Cup 2006,FALSE,FALSE,TRUE
25/06/2006,Mozambique,Malawi,1,2,Friendly,TRUE,FALSE,FALSE
25/06/2006,Portugal,Netherlands,1,0,World Cup 2006,FALSE,FALSE,TRUE
25/06/2006,Swaziland,Zimbabwe,1,2,Friendly,FALSE,FALSE,TRUE
26/06/2006,Italy,Australia,1,0,World Cup 2006,FALSE,FALSE,TRUE
26/06/2006,Mauritius,Tanzania,1,2,Friendly,FALSE,FALSE,TRUE
26/06/2006,Switzerland,Ukraine,0,0,World Cup 2006,FALSE,FALSE,TRUE
27/06/2006,Brazil,Ghana,3,0,World Cup 2006,FALSE,FALSE,TRUE
27/06/2006,Spain,France,1,3,World Cup 2006,FALSE,FALSE,TRUE
28/06/2006,Seychelles,Mauritius,2,1,Friendly,TRUE,FALSE,FALSE
30/06/2006,Germany,Argentina,1,1,World Cup 2006,TRUE,FALSE,FALSE
30/06/2006,Italy,Ukraine,3,0,World Cup 2006,FALSE,FALSE,TRUE
30/06/2006,Seychelles,Tanzania,2,1,Friendly,TRUE,FALSE,FALSE
1/07/2006,Brazil,France,0,1,World Cup 2006,FALSE,FALSE,TRUE
1/07/2006,England,Portugal,0,0,World Cup 2006,FALSE,FALSE,TRUE
2/07/2006,Kazakhstan,Tajikistan,4,1,Friendly,TRUE,FALSE,FALSE
4/07/2006,Germany,Italy,0,2,World Cup 2006,TRUE,FALSE,FALSE
5/07/2006,Kazakhstan,Kyrgyzstan,1,0,Friendly,TRUE,FALSE,FALSE
5/07/2006,Portugal,France,0,1,World Cup 2006,FALSE,FALSE,TRUE
6/07/2006,Malawi,Botswana,2,1,Friendly,TRUE,FALSE,FALSE
8/07/2006,Germany,Portugal,3,1,World Cup 2006,TRUE,FALSE,FALSE
8/07/2006,Malawi,Botswana,0,0,Friendly,TRUE,FALSE,FALSE
9/07/2006,Italy,France,1,1,World Cup 2006,FALSE,FALSE,TRUE
15/07/2006,Syria,Iraq,1,3,Friendly,TRUE,FALSE,FALSE
15/07/2006,Zambia,Zimbabwe,0,0,Friendly,TRUE,FALSE,FALSE
17/07/2006,Ethiopia,Yemen,1,0,Friendly,TRUE,FALSE,FALSE
21/07/2006,Jordan,Iraq,2,1,Friendly,TRUE,FALSE,FALSE
25/07/2006,Syria,Iraq,1,2,Friendly,TRUE,FALSE,FALSE
26/07/2006,Rwanda,Uganda,1,1,Friendly,TRUE,FALSE,FALSE
28/07/2006,Guyana,St. Lucia,3,2,Friendly,TRUE,FALSE,FALSE
30/07/2006,Guyana,St. Lucia,2,0,Friendly,TRUE,FALSE,FALSE
